"RX_ProgID","ProgID","RX_ProgName","RX_ProgDescription","TotalCost","FTE","ProgName","ProgDescription","PBBComment","BudgetNote","Personnel","NonPersonnel","Revenue","BudgetName","BudgetYear","Org","Pop","DatabaseName","Lat","Long"
457,318,"Athletic Field Preparation and Maintenance","Pre practice and pre game mowing  striping  and placement of portable mounds and goals   Regular maintenance of the fields",825.01,0.0175,"Soccer, Flag Football, T-Ball Prep and Maintenance","Weekly lining and trash removal of 7 Soccer fields and 2 Flag Football in spring and fall.  Prep and lining of 3 Tiny Tot T-ball fields and trash removal.","Status Quo",NA,825.01,0,10200,"Proposed",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
473,351,"Youth Sports Programs","Introduces and teaches children about a variety of sports including gymnastics  flag football  martial arts  tennis and basketball",825.01,0.01,"The First Tee National School Program, United Way","To provide The First Tee National School Program in 4 area schools, funds provided through a United Way Health Grant.  This provides teachers with training and curriculum to teach their students The First Tee Life Skills Experience education through the game of golf.","Status Quo",NA,825.01,0,40500,"Proposed",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
65,362,"Code and Ordinance Codification","Ensure that laws enacted by ordinance of the Governing Body are timely and accurately codified in the municipal code",766.3379,0.005,"City Ordinances Publication","Work with America Legal Publishing to ensure our Ordinances are posted to the website in a timely manner","Status Quo",NA,766.3379,0,0,"Approved",2020,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
492,272,"Preventative Patrol","Attempt to eliminate opportunity for misconduct through police presence in areas of expected crime",6066505.73727428,35.458523947784,"Patrol Operations","Provides daily shift police services in Battle Creek and Bedford, Abandoned Vehicles (b), Agency Assistance, Breathalyzer,  Child Protective Services Communications, Citizen Ride- Alongs, Coban Processing, EIP, Intelligence Analysis, Offender Transports/Pick Ups, Prostitution Abatement Program, Quarter Master: Uniform & Equipment Management, Silent Observer Monitor, Traffic Enforcement, Walk-In Arrest, Welfare Checks, evidence processing","Status Quo",NA,4996055.23786367,1070450.49941062,775112,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
186,230,"Emergency Medical Services","Advanced and basic life support  ambulance transport services  medical alarm response  fire  emergency medical and motor vehicle collision response",5247626.60141315,40.828991690508,"Emergency Medical Services (EMS)","This program provides a first response level of EMS at the medical first responder certification.  Due to the increase in medical call volume, Fire Dept, EMS training and certification must be increased to meet the demand.","Status Quo",NA,4758864.64580097,488761.955612175,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
646,495,"Screening   Grit Removal","Systems utilized to remove damaging material prior to the treatment processes to preserve the life of treatment equipment",5136889.45317065,10.43869999905,"WW Treatment","Treatment of industrial wastewater 302 Inflow Pretreatment Pretreatment of wastewater process inflow /screening & grit removal 308 Liquid Treatment Process Secondary Wastewater improvements 315 Plant Screening and Disposal Disposal of plant screenings","Status Quo",NA,946459.453170652,4190430,18040800,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
616,570,"Trash Collection","Collect  trash  from commercial and residential customers",2936090.0014436,0.300000012,"Waste/Recycling Contract Management","1) Curbside Trash Removal; 2) Curbside Recycling; 3) Curbside Yard Waste Removal; 4) Christmas Tree Disposal; 5) Bulk Waste Collection; 6) Sludge Removal; 7) Facilities Waste/Recycling Collection; 8) Residential waste contract, includes bulky waste collection, administration of contract and Christmas tree collection. Recycling Events - Yearly collection for residents to dispose of electronic material and/or Styrofoam (not an all inclusive list), contract administration.","Status Quo",NA,36090.0014436,2900000,3560000,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
524,392,"Transit Service","Transit services within city limits",1612000.03789994,16.800000629,"Regular Route Service","Regular route service consists of 8 bus routes that operate Monday thru Saturday.","Status Quo",NA,1182584.04443438,429415.993465562,357200,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
637,494,"Lift Station Operation and Maintenance","Perform inspection and maintenance to ensure that all lift stations are working properly",1383860.68696955,8.79250008746,"Lift Station","Repairs to building and grounds at lift station sites 306 Lift Station Maintenance Maintain Lift Station properties 307 Lift station maintenance Mechanical repair to lift station equipment 320 Standby Generators Maintain multiple fixed and mobile generators","Status Quo",NA,749073.006721551,634787.680248,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
569,402,"Street Light Operations and Maintenance","Perform street light maintenance  order needed equipment  and conduct repairs as needed",1225000,0,"Street Lighting Maintenance & Management","Oversee City street lighting contract, including inventory and lighting requests, and contract with Consumers Energy for management of street lighting system including energy costs.  Energy costs, and maintenance and upgrades to street lighting equipment.  The Records Division periodically checks that existing lights are operational.","Status Quo",NA,0,1225000,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
568,417,"Snow Removal","Remove snow and ice with plows and salt spreaders",1106169.18,5.789,"Snow/Ice Operations - Major Streets","Staff, equipment, and materials to plow and salt roads, cul-de-sacs, alleys, and dead ends in City major streets","Status Quo",NA,511029.180000001,595140,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
630,497,"Dewatering and Bio solids Management","Removal of water from solids prior to hauling solids to the landfill   Samples are taken periodically to ensure permit compliance",1043388.06244822,3.99000013415,"Biosolids Operation","Oversight of contract application and compliance of biosolids 290 Biosolids Operations Dewatering and handling of biosolids residuals","Status Quo",NA,353757.851046324,689630.211401895,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
568,418,"Snow Removal","Remove snow and ice with plows and salt spreaders",973649.720000001,5.429,"Snow/Ice Operations - Local Streets","Staff, equipment, and materials to plow and salt roads, cul-de-sacs, alleys, and dead ends in the City local streets","Status Quo",NA,477179.72,496470,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
524,393,"Transit Service","Transit services within city limits",665690.197633669,7.00000011,"Tele Transit/ADA Service","Federally mandated complimentary paratransit service for ADA certified customers","Status Quo",NA,486766.927791433,178923.269842236,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
222,344,"Youth Golf Lessons","Provide youth golf lessons",656655.66985518,1.199999978,"Youth Golf Programs","The First Tee provides The First Tee Life Skill Experience development program at Binder Park and outreach at 10 local elementary schools includes a variety of programs including instruction, mentoring, coaching, and clinics which impact nearly 4,000 kids on an annual basis targeting low to moderately-low income children.  The program provides over 4,500 contact hours to nearly 500 direct instructional participants, and produces over $100,000 in programming fees and other revenues, including grant funds.  Management consists of 1 contracted FTE & 2 part-time FTE 's & 4 part-time FTE's and 2 volunteer FTE's.

To  and administration.","Status Quo",NA,10119.66985518,646536,1060135,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
564,403,"Pot Hole Repairs","Repair potholes on all paved roads",653080.561555554,3.3660000048,"Routine Road Maintenance - Major Streets","Staff, equipment, and materials to patch potholes, utility cuts, sidewalk and curb repairs, prep for Engineering surface treatment projects, along with general items such as barricade construction, fence repairs, etc., along city major streets.","Status Quo",NA,315793.20676735,337287.354788204,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
564,405,"Pot Hole Repairs","Repair potholes on all paved roads",633833.911035672,4.921,"Routine Road Maintenance - Local Streets","Staff, equipment, and materials to patch potholes, utility cuts, sidewalk and curb repairs, prep for Engineering surface treatment projects, along with general items such as barricade construction, fence repairs, etc., along city local streets.","Status Quo",NA,447217.475,186616.436035672,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
524,394,"Transit Service","Transit services within city limits",578050.252927953,5.980000109,"Tele Transit/Demand Response Service","Door to door service for disabled, seniors and general public on a first come first serve basis.  Established by City Commission. Includes all costs","Status Quo",NA,425198.527653616,152851.725274337,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
494,237,"Computer Forensic Crime Lab","Investigate crimes where a computer  or other technology  was utilized to commit the crime",571962.363543433,4.449999995,"Forensic Analysis","Obtain computer and cellphone information that can be used in court crimes Provide assessment on substances for court cases Manage the daily operational efforts and actions of the Lab Collect evidence during the scene of a crime Provide Crime Scene investigations Manage how the crime scene is kept secure and managed Process all fingerprints obtained in the process of a crime Process all footwear/tire impressions as obtained during the scene of a crime Provide assistance in autopsy's and forensic identifications Investigate crimes Obtain, separate, assess and destroy medication received from the drop off program","Status Quo",NA,468192.249403151,103770.114140282,6000,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
473,349,"Youth Sports Programs","Introduces and teaches children about a variety of sports including gymnastics  flag football  martial arts  tennis and basketball",537582.616586282,0.233000001,"Youth Floor Hockey","Youth Floor Hockey league for ages 6-12","Status Quo",NA,27975.1760922741,509607.440494008,148250,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
549,553,"Custodial Cleaning Services","Clean  sanitize and restock products at city facilities",529656.80656587,1.230400026,"DPW Building Custodial Services and Supplies","Manage DPW custodial contract as well as inventory of facility supplies, i.e., paper, trash liners, cleaners, and sanitary products","Status Quo",NA,76177.71451937,453479.0920465,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
577,523,"Traffic Signal Timing","Perform corridor analysis for traffic signal timing updates  Conduct routine timing adjustments",501665.058269536,3.759,"Traffic Signal Operation and Maintenance","Staff, equipment, and materials to maintain, repair, and install traffic signals, flashers, and related equipment","Status Quo",NA,300059.98,201605.078269536,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
292,420,"Right of Way Trees","Remove trees and brush  from public right of way",497560.34,2.599,"Right-of-Way Trees - Local Streets","Staff, equipment, and materials to trim, remove trees and brush, grind stumps, topsoil and seed along public Local Street right-of-ways.","Status Quo",NA,223280.34,274280,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
23,266,"Animal Rescue Program","Protective custody program for animals",452847.0147343,2,"Animal Control Administration","Provides animal support by managing the paperwork involved in capturing, housing and disposing of animals. Works with partners to create a process for what should occur for every animal case","Status Quo",NA,164647,288200.0147343,200,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
510,274,"Training","Training and maintenance of certifications",444225.602316147,2.7223250544465,"Patrol Training Programs","First Responder Training Provides skills for first responders,  Officer Complaint Investigations Investigate complaints brought forth on officers,  Special Weapons and Tactics Provides education and awareness on special weapons needed in special cases","Status Quo",NA,384000.320405006,60225.281911141,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
279,412,"Drainage Maintenance","Repair and improve drainage  inspect and maintain ditches and culverts",427139.95,3.409,"Local Street Drainage, Storm Ponds, Culverts and Ditch Maintenance","Local Street Stormwater Outreach, Website and Management","Status Quo",NA,289954.95,137185,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
532,391,"Transit Vehicle Maintenance","Manage the maintenance and repairs of  vehicles to ensure compliance",415058.612017419,5.020000031,"Fleet Maintenance","Routine repair & maintenance of all rolling stock to include busses, service vehicles, including fuel, tires, parts, labor, etc.","Status Quo",NA,382893.711446603,32164.900570816,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
470,399,"Turf Management and Mowing","Manage turf in parks  including fertilization  aeration  pest control  reseeding and sod placement",412403.819241216,0.35639999556,"City Parks - General Maintenance","Staff, equipment, and materials to maintain turf, trim and remove trees, along with all other general maintenance necessary in City parks.","Status Quo",NA,29997.9036347201,382405.915606496,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
473,340,"Youth Sports Programs","Introduces and teaches children about a variety of sports including gymnastics  flag football  martial arts  tennis and basketball",386092.64129928,0.45499998725,"Start Smart Preschool Sports Camp","Preschool sports skills camp for ages 3-5","Status Quo",NA,1650.02,384442.62129928,71452,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
331,142,"Software Licensing and Compliance","Licensing inventory  upgrade and compliance assurance",383702.904548335,1.7825000326,"Unified Communications","Software licensing for email/IM functionality, windows operating systems, and City website","Status Quo",NA,202183.143350735,181519.7611976,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
634,466,"Fire Hydrant Maintenance and Repairs","Fire hydrants are inspected and tested to verify that they are working properly   Repairs are performed as needed",328772.7000835,2.46000009395,"Fire Hydrant Flushing Program","Annual flushing of publicly-owned fire hydrants, check operation, clear water main sediment","Status Quo",NA,195872.697347518,132900.002735983,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
279,411,"Drainage Maintenance","Repair and improve drainage  inspect and maintain ditches and culverts",316797.75,3.25,"Major Street Drainage, Storm Ponds, Culverts and Ditch Maintenance","Major Street Stormwater Outreach, Website and Management","Status Quo",NA,276226.75,40571,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
473,347,"Youth Sports Programs","Introduces and teaches children about a variety of sports including gymnastics  flag football  martial arts  tennis and basketball",314529.603421385,1.396999993,"Youth Volleyball League","Youth volleyball league for ages 7-12","Status Quo",NA,187241.603421385,127288,391350,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
325,143,"End User Hardware and Software Training","User technology resource and policy training",308084.199964608,1.78499997985,"Tech and User Support","All aspects of front-line end-user support: helpdesk functions, antivirus, onboarding, training, etc","Status Quo",NA,126309.438960408,181774.7610042,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
660,469,"Water Service Line Replacements","Manage the City s water service line replacement projects",295145.186331097,2.169999943,"Service Line Improvement Program","Replacement of inoperable curb stops and 360 degree stops discovered during delinquent shut offs 401 Service Line Retirement - Cut & Caps Retirement of service lines on the customer side of the valve/stop, building demolitions","Status Quo",NA,177911.786545252,117233.399785845,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
7,380,"Airport Airfield Snow and Ice Control","Snow and ice control on the runways  taxiways  ramps and aircraft rescue and fire fighter access",271028.046017558,1.38250002375,"Airport Snow & Ice Control","Maintenance of snow removal equipment, fuel, staff time,","Status Quo",NA,132060.922321966,138967.123695592,168717,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
9,379,"Airport  Management","Ensure that the  airport  is functioning within the Federal Aviation Administration regulations",266348.229552237,1.5650000066,"Airport Management - Operations","Day to day operations, FAA Part 139 compliance, security, wildlife hazard management, regulatory compliance, equipment procurement, rules and regulations enforcement, facility maintenance planning.","Status Quo",NA,109037.029789625,157311.199762612,571630,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
477,12,"Youth Camps","Provide all day camp programs for youth",261137.99664629,1.13249997875,"Kidventure Camp","12 week active summer day camp for youth ages 5-12.  Participants use city transportation to visit city parks, facilities and area attractions.","Status Quo",NA,123465.99664629,137672,5800,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
564,425,"Pot Hole Repairs","Repair potholes on all paved roads",257061.158779084,2.042800009042,"Routine Road Maintenance - MDOT Trunklines","Staff, equipment, and materials to patch potholes, utility cuts, sidewalk and curb repairs, along with general items such as fence repairs, etc.,along MDOT Trunklines","Status Quo",NA,170632.454738809,86428.704040275,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
541,554,"City Facility Repairs","Complete all types of maintenance and repairs at city facilities",254278.677336986,0.595399995,"DPW Building Repair and Maintenance","Plan facility upgrades and projects by building or department needs. Replace/repair light fixtures, paint, floor repair, minor electrical and plumbing at the DPW. Repair or replace DPW office equipment and furniture as needed Work with departments on workspace needs.  Assist with moving when needed.","Status Quo",NA,34836.500461636,219442.17687535,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
571,408,"Street Sweeping","Operate street sweeper to remove debris and litter from residential and main arterial roads",251843.76,1.85,"Street Sweeping - Local Streets","Staff and equipment to sweep and dispose of debris from City local streets","Status Quo",NA,160696.76,91147,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
645,493,"Sanitary Sewer Overflow  SSO  Maintenance","Identify hot spots in the system and maintain them on a regular basis to prevent SSO from reoccurring",250368.035321763,1.57650002706,"Sewer Preventative Maintenance","Cleaning and repairs to sewers 286 Air Relief Valve Maintenance Periodic inspection of forced main relief valves 291 Catch Basin Cleaning Routine cleaning of catch basins 309 Manhole Inspection Routine collections system maintenance 319 Sewer Taps New sewer connections","Status Quo",NA,136550.363476347,113817.671845416,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
623,483,"Annual Water Quality Report","Create report with the most recent water quality data representing the type of water delivered to the city s customers",250263.927644759,1.1350000167,"Water Quality Monitoring and Reporting","Water quality sampling, weekly & quarterly sampling, repeat sampling","Status Quo",NA,92702.5663714832,157561.361273276,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
149,107,"Accounts Payable Processing and Maintenance","Pay outstanding invoices",249822.747795549,2.579999961,"Accounts Payable","Processing and mailing of payments to vendors, reconciliations of statements, verification of account numbers and available budget, posting to the books of record, annual 1099 processing","Status Quo",NA,219391.482069444,30431.265726105,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
666,485,"Well Rehabilitation & Repair","Rehabilitation and repair of the wells extends the life of the equipment used for pumping drinking water",249367.5184731,1.106750013645,"Well & Pump Maintenance","Work with vendor on all well & pump maintenance and repairs","Status Quo",NA,95727.7377092716,153639.780763828,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
292,419,"Right of Way Trees","Remove trees and brush  from public right of way",243313.66,1.847,"Right-of-Way Trees - Major Streets","Staff, equipment, and materials to trim, remove trees and brush, grind stumps, topsoil and seed along public Major Street right-of-ways.","Status Quo",NA,161183.66,82130,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
575,522,"Traffic Sign Management  Installation and Maintenance","Schedule work orders for missing  damaged  and non compliant signing  Conduct routine maintenance  and perform blanket neighborhood sign upgrades",239139.68057503,1.279,"Traffic Control Signage Maintenance","Staff, equipment, and materials to construct, maintain, supply, and install traffic control signs, park signs, and special purpose signs on Local Streets","Status Quo",NA,103704.68,135435.00057503,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
334,150,"Phone System Administration and Support","Support and maintenance of phone system",238163.664343061,0.800000003,"Phone maintenance - Adds, moves, changes","Administer phone services, network, maintenance and troubleshoots","Status Quo",NA,78732.050193597,159431.614149464,442832,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
41,71,"Customer Inquires and Assistance","Assist customers via telephone  computer or walk ins",230703.624333041,2.350000061,"Assessing Customer Inquiries and Assistance","Provide assessing information to both internal and external customers.  May be provided at front counter, by phone or mail.","Status Quo",NA,217915.455363539,12788.168969502,2700,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
365,123,"Misdemeanor Prosecutions","Prosecution of violations of city ordinance",217214.674692846,1.749999977,"Ordinance Violation Prosecution","Advise code staff on court procedure, initiate court proceedings to enforce code compliance, conduct pretrials and/or contested hearings, follow up with show cause hearings where noncompliance.","Status Quo",NA,194406.897532074,22807.777160772,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
571,407,"Street Sweeping","Operate street sweeper to remove debris and litter from residential and main arterial roads",216852.43,1.3,"Street Sweeping - Major Streets","Staff and equipment to sweep and dispose of debris from City major streets","Status Quo",NA,115732.43,101120,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
481,262,"Records Management","Crime data records management system available to internal and external customers",187277.383757894,2.55000002,"Records Management","Purge records as required by the Records Retention Schedule.  Manage, report and share information obtained from dispatch that is ready to be put into RMS.  Set up system and monitor its use for transcription.  Review, assess and manage the quality of the RMS to ensure that all data provided is accurate and correct.  Type all priority and non-priority reports into the RMS system so it can be used in court cases and obtained by citizens.  Review every record within the system to ensure that all areas are complete.  Manage the compliance and Data located in the RMS.","Status Quo",NA,175587.451334646,11689.932423248,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
336,144,"Wireless Network Administration and Support","Support and maintenance of all  wireless infrastructure",184876.756998511,0.93000002075,"Connectivity","Annual fiber maintenance and internet service costs, labor costs to upkeep, monitor, and maintain the integrity of org-wide network communications","Status Quo",NA,90171.0419967113,94705.7150018,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
575,521,"Traffic Sign Management  Installation and Maintenance","Schedule work orders for missing  damaged  and non compliant signing  Conduct routine maintenance  and perform blanket neighborhood sign upgrades",182437.46057503,1.274,"Traffic Control Signage Maintenance","Staff, equipment, and materials to construct, maintain, supply, and install traffic control signs, park signs, and special purpose signs on Major Streets","Status Quo",NA,103002.46,79435.00057503,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
527,390,"Transit  Facilities Cleaning","Clean transit stations and stops",178489.812118113,3.680000061,"Building /Equipment Maintenance","Routine repair and maintenance of facilities, grounds, shelters, signage, small equipment, etc.","Status Quo",NA,154910.712688929,23579.099429184,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
651,84,"Utility Billing Customer Inquiries and Assistance","Assist and educate customers with questions on their account  setup payment arrangements payment plan",165651.837940286,2.1399999775,"Utility Billing Customer Inquiries and Assistance","Customer inquiry re: bill amount, charges - how calculated, high usage; directing for payment assistance; set up/monitor payment plans; process service waivers; scheduling appointments for service technician",NA,NA,152151.498498633,13500.339441654,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
510,285,"Training","Training and maintenance of certifications",160991.909088046,1,"Training & Development","Coorindates local, state and federal through the 5th district","Status Quo",NA,115769.5,45222.409088046,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
481,37,"Records Management","Crime data records management system available to internal and external customers",159284,0,"FIXED COST - 3120 - Police Records Management System","none","Status Quo",NA,0,159284,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
490,280,"Gang Enforcement Team","Identify and document gang members and their activities and crimes",158227.180221533,1.024465,"Gang Unit","Officers and related gang and drug investigations","Status Quo",NA,128843.472545,29383.707676533,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
570,526,"Street Markings and Striping","Schedule roadway markings and striping",157153,0,"Pavement Marking Maintenance","Periodic reapplication and changes to pavement markings. Required by Federal and State law. Pavement markings are contracted out, thus separated from ""Traffic Engineering Services.""","Status Quo",NA,0,157153,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
169,109,"Budget Development   Approval  and Monitoring","Develop  approve and monitor annual budget",155503.004270624,1.000000015,"Budget Management","Coordinate annual budget process, monitoring of budget for payments to vendors, reporting of budget results throughout the year to City Commission and component units (BCTIFA, DDA, LDDA, BRA, etc.)","Status Quo",NA,143707.952091828,11795.052178796,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
541,562,"City Facility Repairs","Complete all types of maintenance and repairs at city facilities",151555.909993438,0.5200000108,"Maintenance","Maintenance - (Includes City Hall, Police Department, and 6 Fire Stations) minor plumbing, housekeeping (including supply inventory), minor electrical, repair, landscaping, fire extinguisher and emergency light maintenance, shovel/salt sidewalks of City Hall and Police Department, departmental signage","Status Quo",NA,47306.7610270705,104249.148966368,1300,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
368,131,"City Officials and Departments Legal Advisement","Advise city officials and management staff on matters with legal consequence",151022.161263534,0.720000006,"Legal Advisory Support - Interdepartmental","Provide legal advice and opinions to City staff among various departments throughout the organization.","Status Quo",NA,141638.401498128,9383.759765406,140727,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
174,135,"Invitations for Bid  IFB  Processing and Management","Write  disburse and manage all IFB solicitations  including bid opening and analysis  and contract execution and management",147300.605450334,1.200000048,"Bids and Proposal Management","Assist departments with requests for proposals, serve as point of contact for advertisement of bids and vendor questions, accept and open bids from vendors, tally results and work with departments for award to vendors and City Commission resolution for approval","Status Quo",NA,129633.00518532,17667.600265014,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
522,279,"Offender Registration","Register and data entry for new and existing registered offenders",145476.874270793,1.024465007,"Sex Offender Registry Management","Manage the process of how SOR works within the Division: Procedure creation and update according to law changes","Status Quo",NA,128716.073308503,16760.80096229,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
568,430,"Snow Removal","Remove snow and ice with plows and salt spreaders",141088.519052018,0.52899999106,"Snow/Ice Operations - MDOT Trunklines","Staff, equipment, and materials to plow and salt roads along MDOT Trunklines","Status Quo",NA,43540.940270798,97547.57878122,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
157,115,"General Ledger Maintenance","Prepare journal entries  edit general ledger accounts and manage access",140147.137939355,0.970000017,"General Accounting","Journal entries, account reconciliations, budget adjustments, encumbrance adjustments, reporting, review of general ledger details, financial software maintenance (addition of account numbers, funds, etc.)","Status Quo",NA,128705.922197629,11441.215741726,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
12,376,"Air Traffic Control Tower","Maintenance and operations of control tower facility",134529.257885866,0.69900001245,"Air Traffic Control Tower","Maintenance and operations of control tower facility, equipment, landscaping, parking lot, etc.","Status Quo",NA,64266.78413176,70262.473754106,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
652,83,"Utility Customer Account Billing","Bill all water and wastewater utility accounts  Maintain or update billing records as needed",131880.720921049,0.850000024,"Utility Bill Processing","Import reads; review ""audit"" reads; check for unbilled usage; review for unusual charges (high/low); print bills; post to accounts","Status Quo",NA,92219.352206164,39661.368714885,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
501,254,"School Resource Officers  SRO","Specialized officers assigned to schools to deal with issues involving students",126854.224516985,0.752165006,"School Resource Officers","Provides safety and teaches cirriculum throughout BCPS","Status Quo",NA,101654.290760231,25199.933756754,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
657,475,"Water Meter Reading","Read water meters accurately for monthly billing and rotation of meter reading schedule",124970.698076612,1.17500002075,"Drive-By & Fixed Network Meter Reading","Drive by reading process will decline as we migrate to fixed reads","Status Quo",NA,91533.6639916378,33437.034084974,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
656,482,"Water Delivery System Operations","Well  tanks  booster pumps and appurtenances associated with the delivery of drinking water",124084.474191086,0.524250009235,"Water Pumping/Control","Operation of wells, pumping station, and booster stations 385 Supervisory Control and Data Acquisition (SCADA) Operations Operate water system pumping and storage through SCADA","Status Quo",NA,51307.6134115615,72776.860779524,0,"PBB",2019,"Battle Creek",51286,"RX_BattleCreekMI","42.2985","-85.2295"
